service_cv,cv_sq,load_factor,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
0.0,0.0,0.82,7,49,16.753270864486694,131746,0.015287181714048474,0.014611276195978462,0.025825634177885526,0.02926510653939225,0.035077783572312185,0.049913158964852045,2.0029124182490667,2634.92,2634.92,0.0,0,0.0
0.0,0.0,0.82,6,48,16.871893405914307,130529,0.015122961893911031,0.014354346574300791,0.025554373424192534,0.02914688364731532,0.03539084108679114,0.04433068509975513,2.0305266768114856,2610.58,2610.58,0.0,0,0.0
0.0,0.0,0.82,8,50,16.747694969177246,131379,0.015253146459507106,0.014549558259371764,0.025834706760731758,0.029278113174661478,0.035550516019964014,0.044566468624324784,2.012302549172079,2627.58,2627.58,0.0,0,0.0
0.0,0.0,0.82,9,51,16.71919560432434,130586,0.015104096871062523,0.01433012593634686,0.025524810566196265,0.02909034844485347,0.03496839572448492,0.03979912888226522,2.030013453759597,2611.72,2611.72,0.0,0,0.0
0.0,0.0,0.84,1,43,16.950902223587036,134102,0.01577256279167784,0.015239528041531614,0.02677468279987564,0.029840455238304066,0.03668876858980355,0.04700262408886147,1.9580957597230826,2682.04,2682.04,0.0,0,0.0
0.0,0.0,0.84,0,42,17.04401206970215,135029,0.01588863722655683,0.01537378958447988,0.02687270624783906,0.029939328944003876,0.03758875106629354,0.046545445682596664,1.9474267407840793,2700.58,2700.58,0.0,0,0.0
0.0,0.0,0.84,2,44,16.961032390594482,134141,0.015709172034245624,0.015170568450216138,0.026544538201791923,0.029677099990184176,0.03622845399623668,0.04245150914258744,1.9562286072254176,2682.82,2682.82,0.0,0,0.0
0.0,0.0,0.84,5,47,16.897775173187256,134348,0.01573397405600408,0.015224376324603384,0.0265950101549893,0.02970737270715677,0.03633540830833071,0.04363489497339401,1.9513030993031952,2686.96,2686.96,0.0,0,0.0
0.0,0.0,0.84,6,48,16.930152654647827,133759,0.015615929656629765,0.015066830397408637,0.026387463570036813,0.029636034203167443,0.036541247992860675,0.047872513293562236,1.966972045312502,2675.18,2675.18,0.0,0,0.0
0.0,0.0,0.84,3,45,17.231481790542603,134706,0.01580217058919516,0.015319318608897348,0.026628962867930817,0.02969829327699078,0.03616423397454299,0.044945342634562735,1.9386171170656528,2694.12,2694.12,0.0,0,0.0
0.0,0.0,0.84,4,46,17.41367793083191,134791,0.015902307796273163,0.015376008761830207,0.026967690030627267,0.02990163688828123,0.03724922434483981,0.04685796218468852,1.9446943190166364,2695.82,2695.82,0.0,0,0.0
